======================================================================
ALIGNMENT STATISTICS SUMMARY
======================================================================

Total HARs analyzed: 3254
Total aligned length: 876143 bp
Total conserved positions: 800200
Total substitutions: 43884
Total gaps: 32059

Average conservation rate: 91.66%
Min conservation: 7.14%
Max conservation: 100.00%

======================================================================
PER-HAR DETAILS
======================================================================

     HAR  Length  Conserved  Substitutions  Gaps Conservation_Rate
HAR_3281     156        152              4     0            97.44%
HAR_3282     476        461              8     7            96.85%
HAR_3283     672        660             12     0            98.21%
HAR_3284     236        232              4     0            98.31%
HAR_3285      59         56              3     0            94.92%
HAR_3286     311        303              8     0            97.43%
HAR_3287     775        770              5     0            99.35%
HAR_3288     449        441              8     0            98.22%
HAR_3289     232        228              4     0            98.28%
 HAR_329     250        242              8     0            96.80%
HAR_3290     329        324              5     0            98.48%
HAR_3291     166        163              3     0            98.19%
HAR_3292     163        160              3     0            98.16%
HAR_3293     676        669              7     0            98.96%
HAR_3294     101         98              3     0            97.03%
HAR_3295     357        352              5     0            98.60%
HAR_3296     395        386              5     4            97.72%
HAR_3297     254        247              4     3            97.24%
HAR_3298     534        527              7     0            98.69%
HAR_3299     230        227              3     0            98.70%
  HAR_33     119        115              4     0            96.64%
 HAR_330     219        214              5     0            97.72%
HAR_3300      92         89              3     0            96.74%
HAR_3301     134        131              3     0            97.76%
HAR_3302     248        242              6     0            97.58%
HAR_3303     363        351              6     6            96.69%
HAR_3304     131        127              4     0            96.95%
HAR_3305     315        310              4     1            98.41%
HAR_3306      16         10              6     0            62.50%
HAR_3307     920        883             25    12            95.98%
HAR_3308     232        225              5     2            96.98%
HAR_3309     320        314              6     0            98.12%
 HAR_331     299        295              4     0            98.66%
HAR_3310     171        162              4     5            94.74%
HAR_3311     280        274              5     1            97.86%
HAR_3312     127        121              5     1            95.28%
HAR_3313     535        530              5     0            99.07%
HAR_3314     154        152              2     0            98.70%
HAR_3315     189        181              8     0            95.77%
HAR_3316     283        277              6     0            97.88%
HAR_3317      18         15              3     0            83.33%
HAR_3318     198        193              5     0            97.47%
 HAR_332     398        387             10     1            97.24%
HAR_3320     248        244              4     0            98.39%
HAR_3321     190        186              4     0            97.89%
HAR_3322     454         60             62   332            13.22%
 HAR_333     204        200              4     0            98.04%
 HAR_334     318        309              8     1            97.17%
 HAR_335     329        323              6     0            98.18%
 HAR_336     222        215              7     0            96.85%
 HAR_337     250        246              4     0            98.40%
 HAR_338     290        284              6     0            97.93%
 HAR_339     251        246              4     1            98.01%
  HAR_34     275        271              4     0            98.55%
 HAR_340     384        368             12     4            95.83%
 HAR_341     340        336              4     0            98.82%
 HAR_342     178        174              4     0            97.75%
 HAR_343     150        140              9     1            93.33%
 HAR_344     375        327             11    37            87.20%
 HAR_345     415        408              7     0            98.31%
 HAR_346     212        207              5     0            97.64%
 HAR_347     225        220              5     0            97.78%
 HAR_348     359        348             10     1            96.94%
 HAR_349     224        219              4     1            97.77%
  HAR_35     164        160              4     0            97.56%
 HAR_350      68         64              4     0            94.12%
 HAR_351     195        190              5     0            97.44%
 HAR_352     574        570              4     0            99.30%
 HAR_353     520        516              4     0            99.23%
 HAR_354     250        240             10     0            96.00%
 HAR_355      63         59              3     1            93.65%
 HAR_356     707        696             11     0            98.44%
 HAR_357      88         84              4     0            95.45%
 HAR_358     583        579              4     0            99.31%
 HAR_359     853        845              8     0            99.06%
  HAR_36      52         49              3     0            94.23%
 HAR_360     196        190              6     0            96.94%
 HAR_361     336        328              8     0            97.62%
 HAR_362     283        275              6     2            97.17%
 HAR_363     221        216              5     0            97.74%
 HAR_364     478        468              8     2            97.91%
 HAR_365     355        350              5     0            98.59%
 HAR_367     230        219              7     4            95.22%
 HAR_368     127        123              4     0            96.85%
 HAR_369     380        376              4     0            98.95%
  HAR_37      20         17              3     0            85.00%
 HAR_370     414        407              6     1            98.31%
 HAR_371     625        621              4     0            99.36%
 HAR_372     210        205              5     0            97.62%
 HAR_373     448        444              4     0            99.11%
 HAR_374     350        340              6     4            97.14%
 HAR_375     439        435              4     0            99.09%
 HAR_376     310        303              7     0            97.74%
 HAR_377     296        291              5     0            98.31%
 HAR_378     190        184              6     0            96.84%
 HAR_379     314        307              7     0            97.77%
  HAR_38     403        399              4     0            99.01%
 HAR_380     304        300              4     0            98.68%
 HAR_381     339        335              4     0            98.82%
 HAR_382     114        108              6     0            94.74%
 HAR_383     379        369              4     6            97.36%
 HAR_384     290        286              4     0            98.62%
 HAR_385      39         36              3     0            92.31%
 HAR_386     159        155              4     0            97.48%
 HAR_387     199        195              4     0            97.99%
 HAR_388     321        315              6     0            98.13%
 HAR_389     376        372              4     0            98.94%
  HAR_39     150        147              3     0            98.00%
 HAR_390     450        447              3     0            99.33%
 HAR_391     394        390              4     0            98.98%
 HAR_392      27         24              3     0            88.89%
 HAR_393     470        462              8     0            98.30%
 HAR_394     134        129              5     0            96.27%
 HAR_395     435        428              7     0            98.39%
 HAR_396      30         27              3     0            90.00%
 HAR_397     493        484              7     2            98.17%
 HAR_398     413        403             10     0            97.58%
 HAR_399     118        114              4     0            96.61%
   HAR_4     135        132              3     0            97.78%
  HAR_40     217        212              5     0            97.70%
 HAR_400      14         11              3     0            78.57%
 HAR_401     281        272              8     1            96.80%
 HAR_402     334        330              4     0            98.80%
 HAR_403     134        128              4     2            95.52%
 HAR_404     310        303              7     0            97.74%
 HAR_405     192        188              4     0            97.92%
 HAR_406     161        157              4     0            97.52%
 HAR_407     202        196              6     0            97.03%
 HAR_408     223        217              6     0            97.31%
 HAR_409     390        381              9     0            97.69%
  HAR_41     164        161              3     0            98.17%
 HAR_410     227        222              5     0            97.80%
 HAR_411     116        111              4     1            95.69%
 HAR_412     332        328              4     0            98.80%
 HAR_413     500        495              5     0            99.00%
 HAR_414      20         18              2     0            90.00%
 HAR_415     227        224              3     0            98.68%
  HAR_42     201        198              3     0            98.51%
 HAR_420     445        438              5     2            98.43%
 HAR_421     339        324             10     5            95.58%
 HAR_422     379        375              4     0            98.94%
 HAR_423     101         96              5     0            95.05%
 HAR_424     150        146              4     0            97.33%
 HAR_425     236        229              5     2            97.03%
 HAR_426     358        349              7     2            97.49%
 HAR_427     235        227              8     0            96.60%
 HAR_428     206        200              6     0            97.09%
 HAR_429     206        199              6     1            96.60%
  HAR_43     426        421              5     0            98.83%
 HAR_430     192        189              3     0            98.44%
 HAR_431     360        350              8     2            97.22%
 HAR_432     370        361              9     0            97.57%
 HAR_433     252        248              4     0            98.41%
 HAR_434     330        324              6     0            98.18%
 HAR_435     467        403              4    60            86.30%
 HAR_436     263        256              7     0            97.34%
 HAR_437      37         33              4     0            89.19%
 HAR_438     166        162              4     0            97.59%
 HAR_439     349        345              4     0            98.85%
  HAR_44      38         34              4     0            89.47%
 HAR_440     199        194              4     1            97.49%
 HAR_441     368        361              5     2            98.10%
 HAR_442      60         52              4     4            86.67%
 HAR_443     358        339              6    13            94.69%
 HAR_444     303        297              6     0            98.02%
 HAR_445     285        280              5     0            98.25%
 HAR_446     150        145              5     0            96.67%
 HAR_447     250        244              6     0            97.60%
 HAR_448     250        244              6     0            97.60%
 HAR_449     305        296              7     2            97.05%
  HAR_45      49         45              4     0            91.84%
 HAR_450     280        276              4     0            98.57%
 HAR_451     318        312              6     0            98.11%
 HAR_452     202        197              4     1            97.52%
 HAR_453     412        408              4     0            99.03%
 HAR_454     183        180              3     0            98.36%
 HAR_455     631        615             12     4            97.46%
 HAR_456     715        701             13     1            98.04%
 HAR_457     266        262              4     0            98.50%
 HAR_458     446        441              5     0            98.88%
 HAR_459     190        187              3     0            98.42%
  HAR_46     290        283              7     0            97.59%
 HAR_460     199        194              5     0            97.49%
 HAR_461     209        206              3     0            98.56%
 HAR_462     182        178              4     0            97.80%
 HAR_463     290        284              4     2            97.93%
 HAR_464     126        123              3     0            97.62%
 HAR_465     344        337              7     0            97.97%
 HAR_466     210        207              3     0            98.57%
 HAR_467     230        227              3     0            98.70%
 HAR_468     191        185              6     0            96.86%
 HAR_469     202        198              4     0            98.02%
  HAR_47     302        298              4     0            98.68%
 HAR_470     176        173              3     0            98.30%
 HAR_471      72         67              5     0            93.06%
 HAR_472     369        361              8     0            97.83%
 HAR_473     113        100             10     3            88.50%
 HAR_474     149        141              6     2            94.63%
 HAR_475     148        144              4     0            97.30%
 HAR_476     171        166              5     0            97.08%
 HAR_477     383        375              8     0            97.91%
 HAR_478     203        199              4     0            98.03%
 HAR_479     411        402              8     1            97.81%
  HAR_48      18         16              2     0            88.89%
 HAR_480     230        226              4     0            98.26%
 HAR_481      14         14              0     0           100.00%
 HAR_482     263        258              4     1            98.10%
 HAR_483     193        184              9     0            95.34%
 HAR_484     234        226              8     0            96.58%
 HAR_485     333        324              9     0            97.30%
 HAR_486     103         98              5     0            95.15%
 HAR_487     242        236              5     1            97.52%
 HAR_488     402        389             12     1            96.77%
 HAR_489     147        144              3     0            97.96%
  HAR_49     190        179             11     0            94.21%
 HAR_490     101         98              3     0            97.03%
 HAR_491      25         22              3     0            88.00%
 HAR_492     530        521              9     0            98.30%
 HAR_493     470        466              4     0            99.15%
 HAR_494     425        418              7     0            98.35%
 HAR_495     207        195             12     0            94.20%
 HAR_496     372        364              8     0            97.85%
 HAR_497     335        325             10     0            97.01%
 HAR_498     125        121              4     0            96.80%
 HAR_499     173        165              8     0            95.38%
   HAR_5     155        149              6     0            96.13%
  HAR_50      78         75              3     0            96.15%
 HAR_500     156        151              5     0            96.79%
 HAR_501     273        269              4     0            98.53%
 HAR_502     413        402              8     3            97.34%
 HAR_503     305        301              4     0            98.69%
 HAR_504     166        161              5     0            96.99%
 HAR_505      16         14              2     0            87.50%
 HAR_506     167        158              4     5            94.61%
 HAR_507     256        252              4     0            98.44%
 HAR_508     313        303             10     0            96.81%
 HAR_509     318        311              7     0            97.80%
  HAR_51     181        177              4     0            97.79%
 HAR_510     179        175              4     0            97.77%
 HAR_511     704        693             11     0            98.44%
 HAR_512     170        166              4     0            97.65%
 HAR_513      74         71              3     0            95.95%
 HAR_514     183        178              5     0            97.27%
 HAR_515     297        291              6     0            97.98%
 HAR_516     276        269              7     0            97.46%
 HAR_517     434        430              4     0            99.08%
 HAR_518     437         78            104   255            17.85%
 HAR_519     150        147              3     0            98.00%
  HAR_52     403        398              4     1            98.76%
 HAR_520     326        318              8     0            97.55%
 HAR_521     608        208            286   114            34.21%
 HAR_522    1240        332            474   434            26.77%
 HAR_523      78         28             36    14            35.90%
 HAR_524     450        160            148   142            35.56%
 HAR_525     328         86            102   140            26.22%
 HAR_526     527        119            160   248            22.58%
 HAR_527     384        124            110   150            32.29%
 HAR_528     264         65             71   128            24.62%
 HAR_529     315        123            128    64            39.05%
  HAR_53     102        100              2     0            98.04%
 HAR_530      16          5              5     6            31.25%
 HAR_531     200         56             46    98            28.00%
 HAR_532     261         91             74    96            34.87%
 HAR_533     529        148            190   191            27.98%
 HAR_534     290         97            130    63            33.45%
 HAR_535     184         62             48    74            33.70%
 HAR_536     329        122            143    64            37.08%
 HAR_537     233         62             41   130            26.61%
 HAR_538     255         57             56   142            22.35%
 HAR_539     311         26             16   269             8.36%
  HAR_54     273        254              5    14            93.04%
 HAR_540     126         29             29    68            23.02%
 HAR_541     147         45             36    66            30.61%
 HAR_542     102         39             41    22            38.24%
 HAR_543      14          1             13     0             7.14%
 HAR_544     264        109            145    10            41.29%
 HAR_545      72         28             20    24            38.89%
 HAR_546     172         39             27   106            22.67%
 HAR_547     239         83             78    78            34.73%
 HAR_548     444         46             50   348            10.36%
 HAR_549      49         18             19    12            36.73%
  HAR_55     187        182              5     0            97.33%
 HAR_550     211         81             58    72            38.39%
 HAR_551     203         81             70    52            39.90%
 HAR_552     304        299              5     0            98.36%
 HAR_553     353        347              4     2            98.30%
 HAR_554     317        313              4     0            98.74%
 HAR_555     203        196              6     1            96.55%
 HAR_556     136        132              4     0            97.06%
 HAR_557     201        196              3     2            97.51%
 HAR_558     286        281              4     1            98.25%
 HAR_559     244        240              4     0            98.36%
  HAR_56      14         11              3     0            78.57%
 HAR_560     251        245              6     0            97.61%
 HAR_561      66         62              4     0            93.94%
 HAR_562     210        206              4     0            98.10%
 HAR_563      21         18              3     0            85.71%
 HAR_564     143        139              4     0            97.20%
 HAR_565     280        275              5     0            98.21%
 HAR_566     307        299              6     2            97.39%
 HAR_567     150        145              5     0            96.67%
 HAR_568     311        300             10     1            96.46%
 HAR_569     170        165              5     0            97.06%
  HAR_57     252        245              6     1            97.22%
 HAR_570      18         15              3     0            83.33%
 HAR_571     259        253              6     0            97.68%
 HAR_572     241        238              3     0            98.76%
 HAR_573     238        230              5     3            96.64%
 HAR_574      85         80              5     0            94.12%
 HAR_575     376        369              7     0            98.14%
 HAR_576      34         31              3     0            91.18%
 HAR_577     177        173              4     0            97.74%
 HAR_578     346        339              4     3            97.98%
 HAR_579     371        366              5     0            98.65%
  HAR_58     134        130              4     0            97.01%
 HAR_580     452        445              7     0            98.45%
 HAR_581      31         27              4     0            87.10%
 HAR_582     370        362              8     0            97.84%
 HAR_583     113        109              4     0            96.46%
 HAR_584     196        192              4     0            97.96%
 HAR_585     145        141              4     0            97.24%
 HAR_586     305        300              5     0            98.36%
 HAR_587     150        147              3     0            98.00%
 HAR_588      50         46              4     0            92.00%
 HAR_589     372        368              4     0            98.92%
  HAR_59     275        271              4     0            98.55%
 HAR_590     867        846             16     5            97.58%
 HAR_591     330        325              5     0            98.48%
 HAR_592     275        270              5     0            98.18%
 HAR_593     230        224              6     0            97.39%
 HAR_594     108        104              4     0            96.30%
 HAR_595     364        359              5     0            98.63%
 HAR_596     250        246              4     0            98.40%
 HAR_597     254        244             10     0            96.06%
 HAR_598     230        226              4     0            98.26%
 HAR_599     175        172              3     0            98.29%
   HAR_6     125        117              3     5            93.60%
  HAR_60     200        197              3     0            98.50%
 HAR_600     195        191              4     0            97.95%
 HAR_601     460        451              9     0            98.04%
 HAR_602     270        250              6    14            92.59%
 HAR_603      21         18              3     0            85.71%
 HAR_604     270        266              4     0            98.52%
 HAR_605      52         51              1     0            98.08%
 HAR_606     378        370              4     4            97.88%
 HAR_607     242        238              4     0            98.35%
 HAR_608     196        188              8     0            95.92%
 HAR_609     205        199              6     0            97.07%
  HAR_61     481        476              5     0            98.96%
 HAR_610     680        666             14     0            97.94%
 HAR_611     236        232              4     0            98.31%
 HAR_612     210        206              4     0            98.10%
 HAR_613     563        489             11    63            86.86%
 HAR_614     330        322              7     1            97.58%
 HAR_615     124        120              4     0            96.77%
 HAR_616     165        160              5     0            96.97%
 HAR_617     267        243             21     3            91.01%
 HAR_618     384        380              4     0            98.96%
  HAR_62     317        312              4     1            98.42%
 HAR_620     338        330              6     2            97.63%
 HAR_621     195        190              5     0            97.44%
 HAR_622     266        253              8     5            95.11%
 HAR_624     236         47             59   130            19.92%
 HAR_625     137        133              4     0            97.08%
 HAR_626     115        111              4     0            96.52%
 HAR_627     235        231              4     0            98.30%
 HAR_628     227        222              5     0            97.80%
 HAR_629     148        142              6     0            95.95%
  HAR_63     417        410              7     0            98.32%
 HAR_630     128        120              8     0            93.75%
 HAR_631     234        230              4     0            98.29%
 HAR_632     108        104              4     0            96.30%
 HAR_633     241        237              4     0            98.34%
 HAR_634     304        300              4     0            98.68%
 HAR_635     220        216              4     0            98.18%
 HAR_636     230        225              5     0            97.83%
 HAR_637     357        353              4     0            98.88%
 HAR_638     336        328              8     0            97.62%
 HAR_639     258        254              4     0            98.45%
  HAR_64     990        985              5     0            99.49%
 HAR_640     439        434              5     0            98.86%
 HAR_641     318        314              4     0            98.74%
 HAR_642     299        295              4     0            98.66%
 HAR_643     130        126              4     0            96.92%
 HAR_644     476        468              8     0            98.32%
 HAR_645      87         83              4     0            95.40%
 HAR_646     173        169              4     0            97.69%
 HAR_647     192        186              6     0            96.88%
 HAR_648     147        142              5     0            96.60%
 HAR_649     249        244              5     0            97.99%
  HAR_65     257        252              5     0            98.05%
 HAR_650      50         47              3     0            94.00%
 HAR_651     339        335              4     0            98.82%
 HAR_652     133        129              4     0            96.99%
 HAR_653     281        277              4     0            98.58%
 HAR_654     111        107              4     0            96.40%
 HAR_655     213        208              5     0            97.65%
 HAR_656     309        298             11     0            96.44%
 HAR_657     290        271              5    14            93.45%
 HAR_658     431        422              8     1            97.91%
 HAR_659      27         24              3     0            88.89%
  HAR_66     308        304              4     0            98.70%
 HAR_660     217        211              6     0            97.24%
 HAR_661     285        281              4     0            98.60%
 HAR_662     219        215              4     0            98.17%
 HAR_663     253        239              8     6            94.47%
 HAR_664     298        290              8     0            97.32%
 HAR_665     135        132              3     0            97.78%
 HAR_666     194        190              4     0            97.94%
 HAR_667     192        187              5     0            97.40%
 HAR_668     889        874             14     1            98.31%
 HAR_669     601        581             19     1            96.67%
  HAR_67     498        489              9     0            98.19%
 HAR_670     142        138              4     0            97.18%
 HAR_671     579        570              9     0            98.45%
 HAR_672     144        140              4     0            97.22%
 HAR_673     972        961              5     6            98.87%
 HAR_674     349        344              5     0            98.57%
 HAR_675     115        113              2     0            98.26%
 HAR_676     689        682              6     1            98.98%
 HAR_677      15         12              3     0            80.00%
 HAR_678     253        249              4     0            98.42%
 HAR_679     673        668              4     1            99.26%
  HAR_68     296        288              8     0            97.30%
 HAR_680     333        329              4     0            98.80%
 HAR_681     727        707             19     1            97.25%
 HAR_682     426        422              4     0            99.06%
 HAR_683     461        457              4     0            99.13%
 HAR_684     138        135              3     0            97.83%
 HAR_685     357        348              5     4            97.48%
 HAR_686     211        203              6     2            96.21%
 HAR_687     303        297              6     0            98.02%
 HAR_689     539        535              4     0            99.26%
  HAR_69     126        122              4     0            96.83%
 HAR_690     457        449              8     0            98.25%
 HAR_691     219        215              4     0            98.17%
 HAR_692     317        308              6     3            97.16%
 HAR_693      23         20              3     0            86.96%
 HAR_694     156        152              4     0            97.44%
 HAR_695     242        234              8     0            96.69%
 HAR_696     340        332              8     0            97.65%
 HAR_697     210        206              4     0            98.10%
 HAR_698     209        203              6     0            97.13%
 HAR_699     182        173              6     3            95.05%
   HAR_7     272        267              5     0            98.16%
  HAR_70     104         99              5     0            95.19%
 HAR_700     513        502              9     2            97.86%
 HAR_701     288        284              4     0            98.61%
 HAR_702     178        174              4     0            97.75%
 HAR_703     197        192              5     0            97.46%
 HAR_704     147        143              4     0            97.28%
 HAR_705     246        241              5     0            97.97%
 HAR_706     233        229              4     0            98.28%
 HAR_707     196        191              5     0            97.45%
 HAR_708      32         29              3     0            90.62%
 HAR_709     216        212              4     0            98.15%
  HAR_71     107        102              5     0            95.33%
 HAR_710     178        175              3     0            98.31%
 HAR_711     655        651              4     0            99.39%
 HAR_712     404        385              5    14            95.30%
 HAR_713     307        301              6     0            98.05%
 HAR_714     315        308              5     2            97.78%
 HAR_715     430        419              8     3            97.44%
 HAR_716     382        367              4    11            96.07%
 HAR_717     177        167              6     4            94.35%
 HAR_718     326        319              6     1            97.85%
 HAR_719     346        342              4     0            98.84%
  HAR_72     133        129              4     0            96.99%
 HAR_720     163        157              6     0            96.32%
 HAR_721     253        249              4     0            98.42%
 HAR_722     310        304              4     2            98.06%
 HAR_723     152        146              6     0            96.05%
 HAR_724     187        183              4     0            97.86%
 HAR_725     325        322              3     0            99.08%
 HAR_726     315        306              9     0            97.14%
 HAR_727     516        507              9     0            98.26%
 HAR_728      51         48              3     0            94.12%
 HAR_729      46         43              3     0            93.48%
  HAR_73     590        574              9     7            97.29%
 HAR_730     311        305              6     0            98.07%
 HAR_731      27         23              4     0            85.19%
 HAR_732     390        386              4     0            98.97%
 HAR_733     425        420              4     1            98.82%
 HAR_734     256        248              8     0            96.88%
 HAR_735     150        145              5     0            96.67%
 HAR_736     144        137              5     2            95.14%
 HAR_737     232        228              4     0            98.28%
 HAR_738     408        404              4     0            99.02%
 HAR_739     115        112              3     0            97.39%
  HAR_74     429        425              4     0            99.07%
 HAR_740     147        143              4     0            97.28%
 HAR_741     128        124              4     0            96.88%
 HAR_742     370        361              8     1            97.57%
 HAR_743     242        238              4     0            98.35%
 HAR_745      76         73              3     0            96.05%
 HAR_746     103         99              4     0            96.12%
 HAR_747     167        162              5     0            97.01%
  HAR_75     279        275              4     0            98.57%
 HAR_751     838        819             15     4            97.73%
 HAR_752      77         72              5     0            93.51%
 HAR_753     212        208              4     0            98.11%
 HAR_754     136        132              4     0            97.06%
 HAR_755     142        138              4     0            97.18%
 HAR_756     181        175              6     0            96.69%
 HAR_757      81         77              4     0            95.06%
 HAR_758      42         39              3     0            92.86%
 HAR_759     281        278              3     0            98.93%
  HAR_76     326        322              4     0            98.77%
 HAR_760     672        665              7     0            98.96%
 HAR_761     203        199              4     0            98.03%
 HAR_762     556        552              4     0            99.28%
 HAR_763      16         13              3     0            81.25%
 HAR_764     796        784             11     1            98.49%
 HAR_765     328        323              5     0            98.48%
 HAR_766     344        340              4     0            98.84%
 HAR_767     494        486              8     0            98.38%
 HAR_768     167        162              5     0            97.01%
 HAR_769     238        234              4     0            98.32%
  HAR_77     137        131              6     0            95.62%
 HAR_770     530        519             11     0            97.92%
 HAR_771     272        266              5     1            97.79%
 HAR_772     290        283              7     0            97.59%
 HAR_773     212        208              4     0            98.11%
 HAR_774     203        200              3     0            98.52%
 HAR_775     494        489              5     0            98.99%
 HAR_776     235        233              2     0            99.15%
 HAR_777     353        345              6     2            97.73%
 HAR_778     742        735              7     0            99.06%
 HAR_779     254        250              4     0            98.43%
  HAR_78     115        111              4     0            96.52%
 HAR_780     210        207              3     0            98.57%
 HAR_781     229        222              7     0            96.94%
 HAR_782     639        634              5     0            99.22%
 HAR_783     685        680              4     1            99.27%
 HAR_784     117        115              2     0            98.29%
 HAR_785     350        340             10     0            97.14%
 HAR_786     315        307              8     0            97.46%
 HAR_787     218        214              4     0            98.17%
 HAR_788     203        201              2     0            99.01%
 HAR_789     165        158              7     0            95.76%
  HAR_79     209        205              4     0            98.09%
 HAR_790     252        249              3     0            98.81%
 HAR_791     207        203              4     0            98.07%
 HAR_792     798        793              5     0            99.37%
 HAR_793     319        313              6     0            98.12%
 HAR_794     316        312              4     0            98.73%
 HAR_795      56         52              4     0            92.86%
 HAR_796     273        267              4     2            97.80%
 HAR_797     236        233              3     0            98.73%
 HAR_798     227        221              6     0            97.36%
 HAR_799     140        135              4     1            96.43%
   HAR_8     347        342              4     1            98.56%
  HAR_80     178        175              3     0            98.31%
 HAR_800     446        442              4     0            99.10%
 HAR_801     111        106              5     0            95.50%
 HAR_803     256        250              4     2            97.66%
 HAR_804     316        312              4     0            98.73%
 HAR_805     705        695             10     0            98.58%
 HAR_806     236        229              7     0            97.03%
 HAR_807     641        631             10     0            98.44%
 HAR_808     261        255              6     0            97.70%
 HAR_809     263        245             18     0            93.16%
  HAR_81      21         18              3     0            85.71%
 HAR_810     590        581              9     0            98.47%
 HAR_811      26         23              3     0            88.46%
 HAR_812     314        310              4     0            98.73%
 HAR_813     188        184              4     0            97.87%
 HAR_814     236        232              4     0            98.31%
 HAR_815     306        297              8     1            97.06%
 HAR_816     496        487              8     1            98.19%
 HAR_817     270        265              5     0            98.15%
 HAR_818     214        209              5     0            97.66%
 HAR_819      83         78              5     0            93.98%
  HAR_82     339        334              5     0            98.53%
 HAR_820     325        317              8     0            97.54%
 HAR_821     540        535              5     0            99.07%
 HAR_822     406        400              6     0            98.52%
 HAR_823     209        205              4     0            98.09%
 HAR_824     108        101              7     0            93.52%
 HAR_825      22         19              3     0            86.36%
 HAR_826     266        259              6     1            97.37%
 HAR_827      20         17              3     0            85.00%
 HAR_828      26         23              3     0            88.46%
 HAR_829     178        173              5     0            97.19%
  HAR_83     260        253              7     0            97.31%
 HAR_830     276        272              4     0            98.55%
 HAR_831     347        342              4     1            98.56%
 HAR_832     190        187              3     0            98.42%
 HAR_833     210        204              6     0            97.14%
 HAR_834     229        226              3     0            98.69%
 HAR_835     527        515             12     0            97.72%
 HAR_836     436        424             11     1            97.25%
 HAR_837     592        582             10     0            98.31%
 HAR_838     326        319              7     0            97.85%
 HAR_839     197        193              4     0            97.97%
  HAR_84     120        112              8     0            93.33%
 HAR_840     248        244              4     0            98.39%
 HAR_842     125        120              5     0            96.00%
 HAR_843     136        132              4     0            97.06%
 HAR_844     460        451              9     0            98.04%
 HAR_845     770        758             12     0            98.44%
 HAR_846     228        223              5     0            97.81%
 HAR_847     237        233              4     0            98.31%
 HAR_848     154        149              5     0            96.75%
 HAR_849     190        187              3     0            98.42%
  HAR_85     128        124              4     0            96.88%
 HAR_850     465        460              5     0            98.92%
 HAR_851     206        197              8     1            95.63%
 HAR_852     150        147              3     0            98.00%
 HAR_853     150        146              3     1            97.33%
 HAR_854     201        198              3     0            98.51%
 HAR_855     156        153              3     0            98.08%
 HAR_856     233        229              4     0            98.28%
 HAR_857     312        308              4     0            98.72%
 HAR_858     180        176              4     0            97.78%
 HAR_859     256        249              7     0            97.27%
  HAR_86     150        142              6     2            94.67%
 HAR_860     180        177              3     0            98.33%
 HAR_861      32         30              2     0            93.75%
 HAR_862     449        445              4     0            99.11%
 HAR_863     647        642              5     0            99.23%
 HAR_864     316        311              5     0            98.42%
 HAR_865     385        379              6     0            98.44%
 HAR_866     374        365              9     0            97.59%
 HAR_867     129        125              0     4            96.90%
 HAR_868     265        255              9     1            96.23%
 HAR_869     193        189              4     0            97.93%
  HAR_87     203        197              5     1            97.04%
 HAR_870     233        229              4     0            98.28%
 HAR_871      82         77              5     0            93.90%
 HAR_872     105        103              2     0            98.10%
 HAR_873     450        443              7     0            98.44%
 HAR_874     272        265              7     0            97.43%
 HAR_875     196        192              4     0            97.96%
 HAR_876     190        186              4     0            97.89%
 HAR_877     469        457             12     0            97.44%
 HAR_878     276        271              5     0            98.19%
 HAR_879      17         11              4     2            64.71%
  HAR_88     122        117              3     2            95.90%
 HAR_880      67         62              5     0            92.54%
 HAR_881     111        107              4     0            96.40%
 HAR_882     155        152              3     0            98.06%
 HAR_883     122        118              4     0            96.72%
 HAR_884     190        188              2     0            98.95%
 HAR_885     295        288              7     0            97.63%
 HAR_886     491        486              4     1            98.98%
 HAR_887     257        253              4     0            98.44%
 HAR_888     372        361             11     0            97.04%
 HAR_889     360        354              6     0            98.33%
  HAR_89      57         53              4     0            92.98%
 HAR_890     167        163              4     0            97.60%
 HAR_891     116        112              4     0            96.55%
 HAR_892     342        330              7     5            96.49%
 HAR_893      99         95              4     0            95.96%
 HAR_894     183        176              7     0            96.17%
 HAR_895     103        101              2     0            98.06%
 HAR_896      42         37              5     0            88.10%
 HAR_897     206        203              3     0            98.54%
   HAR_9     337        333              4     0            98.81%
  HAR_90     335        328              7     0            97.91%
 HAR_900     143         52             41    50            36.36%
 HAR_904     225        217              8     0            96.44%
 HAR_905     138        135              3     0            97.83%
 HAR_906     167        163              4     0            97.60%
 HAR_907     170         66             65    39            38.82%
 HAR_908     196        192              4     0            97.96%
 HAR_909     211        205              5     1            97.16%
  HAR_91     138        133              5     0            96.38%
 HAR_910     475        457             12     6            96.21%
 HAR_911     280        276              4     0            98.57%
 HAR_912     383        379              4     0            98.96%
 HAR_913     757        752              5     0            99.34%
