chrom	start	end	har_coord	category	nearest_gene	distance_to_gene
chr5	145547987	145548150	chr5:145547987-145548150	intronic	PRELID2	0
chr5	146306222	146306350	chr5:146306222-146306350	intronic	RP11-449H3.3	0
chr5	146699780	146700181	chr5:146699780-146700181	intronic	PPP2R2B	0
chr5	146933141	146933321	chr5:146933141-146933321	intronic	PPP2R2B	0
chr5	148872411	148872580	chr5:148872411-148872580	intergenic_proximal	ADRB2	43789
chr5	150329929	150330061	chr5:150329929-150330061	intronic	ARSI	0
chr5	152083399	152083609	chr5:152083399-152083609	intronic	LINC01933	0
chr5	154260748	154260803	chr5:154260748-154260803	intronic	GALNT10	0
chr5	155091993	155092109	chr5:155091993-155092109	intronic	RP11-265I24.1	0
chr5	155133261	155133875	chr5:155133261-155133875	intronic	RP11-265I24.1	0
chr5	155498786	155499153	chr5:155498786-155499153	intergenic_proximal	CTB-95D12.1	5189
chr5	155626614	155626784	chr5:155626614-155626784	intergenic_proximal	CTB-95D12.1	133017
chr5	155736087	155736263	chr5:155736087-155736263	intergenic_proximal	RNA5SP199	109174
chr5	156250708	156250997	chr5:156250708-156250997	intronic	SGCD	0
chr5	156631146	156631374	chr5:156631146-156631374	intronic	SGCD	0
chr5	158326252	158326522	chr5:158326252-158326522	intronic	LINC02227	0
chr5	158405924	158406489	chr5:158405924-158406489	intronic	LINC02227	0
chr5	158775825	158776317	chr5:158775825-158776317	intronic	EBF1	0
chr5	158801992	158802142	chr5:158801992-158802142	intronic	EBF1	0
chr5	159208012	159208347	chr5:159208012-159208347	promoter_proximal	RNF145	0
chr5	160551105	160551352	chr5:160551105-160551352	intergenic_proximal	ATP10B	11768
chr5	162249299	162249545	chr5:162249299-162249545	intergenic_proximal	GABRG2	86323
chr5	163207794	163207812	chr5:163207794-163207812	intronic	RP11-541P9.3	0
chr5	164019732	164020420	chr5:164019732-164020420	intergenic_proximal	CTC-207P7.1	98678
chr5	164084924	164085254	chr5:164084924-164085254	intergenic_proximal	CTC-207P7.1	33844
chr5	164832459	164833232	chr5:164832459-164833232	intronic	CTC-340A15.2	0
chr5	165034692	165034861	chr5:165034692-165034861	intronic	CTC-340A15.2	0
chr5	165089875	165090529	chr5:165089875-165090529	intronic	CTC-340A15.2	0
chr5	165121257	165121394	chr5:165121257-165121394	intronic	CTC-340A15.2	0
chr5	165170775	165171049	chr5:165170775-165171049	intronic	CTC-340A15.2	0
chr5	165305562	165305771	chr5:165305562-165305771	intergenic_proximal	CTC-535M15.2	43259
chr5	165578301	165578716	chr5:165578301-165578716	intronic	CTC-535M15.2	0
chr5	166321169	166321576	chr5:166321169-166321576	intergenic_proximal	CTB-63M22.1	60729
chr5	166554547	166554730	chr5:166554547-166554730	intergenic_proximal	CTB-63M22.1	171949
chr5	166965186	166965387	chr5:166965186-166965387	intergenic_proximal	LINC01947	38817
chr5	167127216	167127623	chr5:167127216-167127623	intergenic_proximal	CTC-264O10.2	7632
chr5	167194409	167194556	chr5:167194409-167194556	intergenic_proximal	CTC-264O10.1	26009
chr5	167267412	167267845	chr5:167267412-167267845	intergenic_proximal	TENM2	16954
chr5	167443824	167444131	chr5:167443824-167444131	intronic	TENM2	0
chr5	167508288	167508479	chr5:167508288-167508479	intronic	TENM2	0
chr5	168886295	168886465	chr5:168886295-168886465	intronic	SLIT3	0
chr5	169571526	169571608	chr5:169571526-169571608	intergenic_proximal	SPDL1	12028
chr5	169920268	169920372	chr5:169920268-169920372	intronic	DOCK2	0
chr5	170452720	170453062	chr5:170452720-170453062	intronic	KCNIP1	0
chr5	171667678	171667741	chr5:171667678-171667741	intergenic_proximal	RP11-20O22.1	56834
chr5	174562439	174562656	chr5:174562439-174562656	promoter_proximal	SUMO2P6	377
chr5	175750653	175750876	chr5:175750653-175750876	intergenic_proximal	HRH2	39898
chr5	175839988	175840055	chr5:175839988-175840055	intronic	CPLX2	0
chr5	178477118	178477151	chr5:178477118-178477151	intronic	COL23A1	0
chr5	179120896	179120989	chr5:179120896-179120989	exonic	ADAMTS2	0
chr6	761771	762099	chr6:761771-762099	promoter_proximal	RP11-532F6.4	0
chr6	1287085	1287635	chr6:1287085-1287635	intergenic_proximal	FOXQ1	24463
chr6	1385045	1385775	chr6:1385045-1385775	promoter_proximal	FOXF2-DT	0
chr6	1626045	1626375	chr6:1626045-1626375	exonic	GMDS	0
chr6	2073032	2073112	chr6:2073032-2073112	intronic	GMDS	0
chr6	2111276	2111642	chr6:2111276-2111642	intronic	GMDS	0
chr6	2148016	2148375	chr6:2148016-2148375	intronic	GMDS	0
chr6	2396126	2396596	chr6:2396126-2396596	intronic	GMDS-DT	0
chr6	2415279	2415405	chr6:2415279-2415405	intronic	GMDS-DT	0
chr6	2559410	2559536	chr6:2559410-2559536	intergenic_proximal	RP11-299J5.1	2411
chr6	5167546	5167836	chr6:5167546-5167836	intronic	LYRM4	0
chr6	6329347	6329478	chr6:6329347-6329478	intergenic_proximal	F13A1	8335
chr6	6761225	6761353	chr6:6761225-6761353	promoter_proximal	RP3-470L22.1	1935
chr6	8633501	8633737	chr6:8633501-8633737	intronic	RP11-314C16.1	0
chr6	8784842	8785524	chr6:8784842-8785524	intronic	HULC	0
chr6	9425632	9425912	chr6:9425632-9425912	intergenic_proximal	HULC	131500
chr6	9453676	9453732	chr6:9453676-9453732	intergenic_proximal	OFCC1	142378
chr6	9515927	9516173	chr6:9515927-9516173	intergenic_proximal	OFCC1	79937
chr6	9802003	9802267	chr6:9802003-9802267	intronic	OFCC1	0
chr6	11228567	11228797	chr6:11228567-11228797	intronic	RP3-510L9.1	0
chr6	11607387	11607817	chr6:11607387-11607817	promoter_proximal	RP11-679B17.2	0
chr6	11861080	11861538	chr6:11861080-11861538	promoter_proximal	AMD1P4	88
chr6	14431409	14431719	chr6:14431409-14431719	promoter_proximal	RP3-365E2.1	0
chr6	16108032	16108437	chr6:16108032-16108437	promoter_proximal	MDH1P2	0
chr6	16431169	16431439	chr6:16431169-16431439	intronic	ATXN1	0
chr6	18697475	18697726	chr6:18697475-18697726	intergenic_proximal	MIR548A1HG	23475
chr6	19100735	19101058	chr6:19100735-19101058	intergenic_proximal	RP11-254A17.1	42637
chr6	19720918	19721039	chr6:19720918-19721039	intronic	LNC-LBCS	0
chr6	19976197	19977166	chr6:19976197-19977166	intergenic_proximal	RP1-130G2.1	65289
chr6	20034293	20034778	chr6:20034293-20034778	intergenic_proximal	RP1-130G2.1	7677
chr6	21147853	21148206	chr6:21147853-21148206	intronic	CDKAL1	0
chr6	22117752	22118012	chr6:22117752-22118012	intronic	CASC15	0
chr6	29588209	29588487	chr6:29588209-29588487	exonic	GABBR1	0
chr6	31270202	31270435	chr6:31270202-31270435	promoter_proximal	HLA-C	0
chr6	33724263	33724553	chr6:33724263-33724553	intronic	IP6K3	0
chr6	33807896	33808033	chr6:33807896-33808033	intergenic_proximal	MLN	3894
chr6	35060022	35060189	chr6:35060022-35060189	exonic	ANKS1A	0
chr6	35596592	35596869	chr6:35596592-35596869	intronic	FKBP5	0
chr6	37708479	37708616	chr6:37708479-37708616	intergenic_proximal	MDGA1	9174
chr6	38246538	38246779	chr6:38246538-38246779	intronic	BTBD9	0
chr6	38370183	38370814	chr6:38370183-38370814	intronic	BTBD9	0
chr6	38391651	38391960	chr6:38391651-38391960	intronic	BTBD9	0
chr6	38548157	38548424	chr6:38548157-38548424	intronic	BTBD9	0
chr6	38625167	38625582	chr6:38625167-38625582	intronic	BTBD9	0
chr6	40521381	40521591	chr6:40521381-40521591	intronic	LRFN2	0
chr6	43683400	43683598	chr6:43683400-43683598	intronic	MRPS18A	0
chr6	44918542	44918926	chr6:44918542-44918926	intronic	SUPT3H	0
chr6	45901123	45901438	chr6:45901123-45901438	exonic	CLIC5	0
chr6	46044903	46045193	chr6:46044903-46045193	intronic	CLIC5	0
chr6	46954643	46955163	chr6:46954643-46955163	promoter_proximal	ADGRF5	0
chr6	47137411	47137652	chr6:47137411-47137652	intergenic_proximal	TNFRSF21	93880
chr6	48119134	48119281	chr6:48119134-48119281	intergenic_proximal	PTCHD4	7938
chr6	50234210	50234567	chr6:50234210-50234567	intergenic_proximal	RP11-397G17.1	53204
chr6	50333874	50333973	chr6:50333874-50333973	intergenic_proximal	RP1-300H18.1	77871
chr6	50436851	50437087	chr6:50436851-50437087	intergenic_proximal	RP1-300H18.1	20977
chr6	50463868	50464698	chr6:50463868-50464698	intergenic_proximal	RP1-300H18.1	47994
chr6	50534959	50535212	chr6:50534959-50535212	intergenic_proximal	RP11-524K22.1	13856
chr6	50956324	50956663	chr6:50956324-50956663	intergenic_proximal	FTH1P5	43069
chr6	51024448	51024589	chr6:51024448-51024589	intergenic_proximal	FTH1P5	111193
chr6	51099199	51099654	chr6:51099199-51099654	intergenic_proximal	FTH1P5	185944
chr6	51429061	51429356	chr6:51429061-51429356	intergenic_proximal	RP3-437C15.1	18525
chr6	51474580	51474891	chr6:51474580-51474891	intergenic_proximal	ENSG10010139489.1	9816
chr6	51640042	51640452	chr6:51640042-51640452	intronic	PKHD1	0
chr6	51752757	51752984	chr6:51752757-51752984	intronic	PKHD1	0
chr6	51787466	51787643	chr6:51787466-51787643	intronic	PKHD1	0
chr6	52045523	52045758	chr6:52045523-52045758	intronic	PKHD1	0
chr6	53027457	53027478	chr6:53027457-53027478	intronic	CILK1	0
chr6	55420889	55421321	chr6:55420889-55421321	intergenic_proximal	HMGCLL1	13052
chr6	55568914	55569236	chr6:55568914-55569236	intronic	HMGCLL1	0
chr6	60946838	60947154	chr6:60946838-60947154	intergenic_proximal	RP11-110C8.1	4512
chr6	61149413	61149749	chr6:61149413-61149749	intergenic_proximal	RP1-91N13.1	91149
chr6	63255030	63255190	chr6:63255030-63255190	intergenic_proximal	LGSN	20761
chr6	64167125	64167160	chr6:64167125-64167160	intronic	EYS	0
chr6	65961927	65962059	chr6:65961927-65962059	intergenic_proximal	ADH5P4	123889
chr6	66471550	66471657	chr6:66471550-66471657	intergenic_proximal	RP11-24C14.1	238585
chr6	67833607	67833822	chr6:67833607-67833822	intergenic_proximal	RP11-301G19.1	44494
chr6	68264847	68265122	chr6:68264847-68265122	intronic	LINC02549	0
chr6	69296457	69296679	chr6:69296457-69296679	intronic	ADGRB3	0
chr6	70270682	70270912	chr6:70270682-70270912	intronic	COL9A1	0
chr6	71069950	71070065	chr6:71069950-71070065	intergenic_proximal	BECN1P2	5499
chr6	71794848	71795053	chr6:71794848-71795053	intergenic_proximal	RIMS1	91650
chr6	72499098	72499248	chr6:72499098-72499248	intergenic_proximal	RP11-135M8__A.1	23393
chr6	76885843	76886103	chr6:76885843-76886103	intronic	RP11-354K4.2	0
chr6	77212181	77212202	chr6:77212181-77212202	intergenic_proximal	RP11-354K4.2	114394
chr6	81898462	81898482	chr6:81898462-81898482	intronic	LINC02542	0
chr6	84362127	84362705	chr6:84362127-84362705	intergenic_proximal	LINC01611	58323
chr6	86108308	86108556	chr6:86108308-86108556	intergenic_proximal	RPL7P27	21175
chr6	86432260	86432729	chr6:86432260-86432729	promoter_proximal	RP11-15J23.1	0
chr6	90151900	90152351	chr6:90151900-90152351	intronic	BACH2	0
chr6	90481001	90481191	chr6:90481001-90481191	intergenic_proximal	MAP3K7	32382
chr6	90644501	90644748	chr6:90644501-90644748	intergenic_proximal	MAP3K7	57430
chr6	90787714	90787991	chr6:90787714-90787991	intergenic_proximal	MAP3K7	200643
chr6	91088050	91088118	chr6:91088050-91088118	intergenic_proximal	RP1-177I10.1	302195
chr6	91135486	91135719	chr6:91135486-91135719	intergenic_proximal	RP1-177I10.1	254594
chr6	91461388	91461796	chr6:91461388-91461796	intergenic_proximal	MIR4643	59864
chr6	92762362	92763072	chr6:92762362-92763072	intergenic_proximal	U3	27381
chr6	93365338	93365706	chr6:93365338-93365706	intronic	EPHA7	0
chr6	93844683	93844866	chr6:93844683-93844866	intergenic_proximal	RP11-64I5.1	31648
chr6	94089035	94089074	chr6:94089035-94089074	intergenic_proximal	RP3-463P15.1	74846
chr6	94251031	94251338	chr6:94251031-94251338	intergenic_proximal	RP3-463P15.1	56374
chr6	94596684	94596898	chr6:94596684-94596898	intergenic_proximal	MTCYBP36	149506
chr6	97222466	97223256	chr6:97222466-97223256	intronic	MMS22L	0
chr6	97369288	97369462	chr6:97369288-97369462	intronic	RP11-436D23.1	0
chr6	97388220	97388728	chr6:97388220-97388728	intronic	RP11-436D23.1	0
chr6	97850638	97851176	chr6:97850638-97851176	intronic	RP11-436D23.1	0
chr6	98498316	98498874	chr6:98498316-98498874	intergenic_proximal	RP11-436D23.1	97448
chr6	98542704	98542854	chr6:98542704-98542854	intergenic_proximal	RP11-436D23.1	141836
chr6	98559556	98559657	chr6:98559556-98559657	intergenic_proximal	RP11-436D23.1	158688
chr6	98716331	98716751	chr6:98716331-98716751	intergenic_proximal	RP11-67P15.1	63506
chr6	98826638	98826745	chr6:98826638-98826745	intergenic_proximal	RP1-273N12.4	3222
chr6	98977059	98978930	chr6:98977059-98978930	intergenic_proximal	FBXL4	29054
chr6	99186044	99186235	chr6:99186044-99186235	intergenic_proximal	BDH2P1	10566
chr6	99602450	99603098	chr6:99602450-99603098	intergenic_proximal	PRDM13	3676
chr6	100143981	100144157	chr6:100143981-100144157	intergenic_proximal	PRDX2P4	7319
chr6	100246304	100246534	chr6:100246304-100246534	intergenic_proximal	RP3-344J20.1	68113
chr6	100456335	100457149	chr6:100456335-100457149	intronic	SIM1	0
chr6	101296272	101296546	chr6:101296272-101296546	intronic	GRIK2	0
chr6	101518375	101518393	chr6:101518375-101518393	intronic	GRIK2	0
chr6	101931326	101931448	chr6:101931326-101931448	intronic	GRIK2	0
chr6	102249110	102249492	chr6:102249110-102249492	intergenic_proximal	RP11-793L10.2	100779
chr6	103398754	103399100	chr6:103398754-103399100	intergenic_proximal	ENSG10010138723.1	184035
chr6	103468078	103468231	chr6:103468078-103468231	intergenic_proximal	ENSG10010138723.1	114904
chr6	103543581	103544084	chr6:103543581-103544084	intergenic_proximal	ENSG10010138723.1	39051
chr6	105604228	105604418	chr6:105604228-105604418	intergenic_proximal	LINC02836	8249
chr6	105770296	105770604	chr6:105770296-105770604	intronic	RP11-114N1.1	0
chr6	106111220	106111355	chr6:106111220-106111355	intronic	ATG5	0
chr6	107246719	107246847	chr6:107246719-107246847	intronic	PDSS2	0
chr6	107643115	107643405	chr6:107643115-107643405	intronic	SOBP	0
chr6	107668779	107669052	chr6:107668779-107669052	intergenic_proximal	SOBP	7474
chr6	110364962	110364983	chr6:110364962-110364983	intergenic_proximal	METTL24	6614
chr6	112209797	112210011	chr6:112209797-112210011	intronic	LAMA4	0
chr6	114375611	114375757	chr6:114375611-114375757	intronic	HDAC2-AS2	0
chr6	114450527	114450583	chr6:114450527-114450583	intronic	HDAC2-AS2	0
chr6	114615415	114615535	chr6:114615415-114615535	intergenic_proximal	RP3-399L15.2	70081
chr6	114852516	114852724	chr6:114852516-114852724	intronic	RP3-383B8.1	0
chr6	115158791	115159136	chr6:115158791-115159136	intergenic_proximal	RP3-383B8.1	156512
chr6	116149055	116149270	chr6:116149055-116149270	intronic	NT5DC1	0
chr6	117644658	117644972	chr6:117644658-117644972	intronic	NEPNP	0
chr6	119454683	119454817	chr6:119454683-119454817	intergenic_proximal	RP1-193N13.1	62855
chr6	119721034	119721301	chr6:119721034-119721301	intergenic_proximal	MIR3144	293878
chr6	120385721	120385973	chr6:120385721-120385973	intergenic_proximal	RP11-96C13.1	76538
chr6	121886054	121886298	chr6:121886054-121886298	intergenic_proximal	HMGB3P18	27287
chr6	124056689	124057199	chr6:124056689-124057199	intronic	NKAIN2	0
chr6	124800528	124800683	chr6:124800528-124800683	intronic	NKAIN2	0
chr6	126174367	126174478	chr6:126174367-126174478	intronic	TRMT11	0
chr6	128187797	128188197	chr6:128187797-128188197	intronic	PTPRK	0
chr6	128405481	128405641	chr6:128405481-128405641	intronic	PTPRK	0
chr6	133140102	133140417	chr6:133140102-133140417	intergenic_proximal	MTCYBP4	10151
chr6	133436879	133436901	chr6:133436879-133436901	intronic	EYA4	0
chr6	137543662	137543885	chr6:137543662-137543885	promoter_proximal	BTF3L4P3	12
chr6	139648714	139648885	chr6:139648714-139648885	intronic	RP11-445F6.2	0
chr6	140077820	140078175	chr6:140077820-140078175	intronic	RP3-332B22.1	0
chr6	140319091	140319363	chr6:140319091-140319363	intronic	RP3-460G2.1	0
chr6	140397157	140397521	chr6:140397157-140397521	intronic	RP3-460G2.1	0
chr6	140462243	140462393	chr6:140462243-140462393	intronic	RP3-460G2.1	0
chr6	140566623	140567043	chr6:140566623-140567043	intronic	RP3-460G2.1	0
chr6	141058754	141058782	chr6:141058754-141058782	intergenic_proximal	RP11-432L12.1	38729
chr6	141112898	141112955	chr6:141112898-141112955	intergenic_proximal	RP11-432L12.1	92873
chr6	141990511	141990525	chr6:141990511-141990525	intergenic_proximal	NMBR	67805
chr6	142958314	142958605	chr6:142958314-142958605	promoter_proximal	RP11-439L18.1	370
chr6	143960794	143960823	chr6:143960794-143960823	exonic	PLAGL1	0
chr6	145657792	145657808	chr6:145657792-145657808	intronic	EPM2A	0
chr6	147948850	147949102	chr6:147948850-147949102	intronic	RP11-307P5.1	0
chr6	148134683	148134914	chr6:148134683-148134914	intronic	RP11-631F7.2	0
chr6	148203493	148203699	chr6:148203493-148203699	intergenic_proximal	RP11-631F7.1	33886
chr6	148235602	148235718	chr6:148235602-148235718	intergenic_proximal	RP11-631F7.1	1867
chr6	148866703	148866787	chr6:148866703-148866787	intronic	UST	0
chr6	149236627	149237017	chr6:149236627-149237017	intronic	RP1-111D6.3	0
chr6	152130485	152130735	chr6:152130485-152130735	exonic	SYNE1	0
chr6	153009291	153010234	chr6:153009291-153010234	exonic	RGS17	0
chr6	154576308	154577083	chr6:154576308-154577083	promoter_proximal	RPS4XP8	0
chr6	155441586	155441750	chr6:155441586-155441750	intronic	NOX3	0
chr6	155667126	155667276	chr6:155667126-155667276	intergenic_proximal	RNU7-152P	12101
chr6	156029353	156029598	chr6:156029353-156029598	intronic	RP11-537P24.1	0
chr6	156181639	156181779	chr6:156181639-156181779	intronic	RP11-537P24.1	0
chr6	161826617	161826774	chr6:161826617-161826774	intronic	PRKN	0
chr6	162728028	162728130	chr6:162728028-162728130	promoter_proximal	PACRG	0
chr6	162997246	162997383	chr6:162997246-162997383	intronic	PACRG	0
chr6	163999480	163999855	chr6:163999480-163999855	intronic	RP1-230L10.4	0
chr6	164508250	164508529	chr6:164508250-164508529	intergenic_proximal	RP11-347L18.1	159607
chr6	164563947	164564257	chr6:164563947-164564257	intergenic_proximal	RP11-347L18.1	215304
chr6	165053892	165054082	chr6:165053892-165054082	intronic	RP1-263O21.1	0
chr7	2166288	2166528	chr7:2166288-2166528	intronic	MAD1L1	0
chr7	3642523	3642738	chr7:3642523-3642738	promoter_proximal	SDK1	0
chr7	4018248	4018398	chr7:4018248-4018398	intronic	SDK1	0
chr7	4784205	4784322	chr7:4784205-4784322	exonic	AP5Z1	0
chr7	7772365	7772909	chr7:7772365-7772909	exonic	UMAD1	0
chr7	8088304	8089089	chr7:8088304-8089089	exonic	GLCCI1	0
chr7	8190451	8190641	chr7:8190451-8190641	intronic	ICA1	0
chr7	8379290	8379600	chr7:8379290-8379600	intergenic_proximal	AC007128.1	34775
chr7	8552171	8552494	chr7:8552171-8552494	intronic	NXPH1	0
chr7	8906799	8906944	chr7:8906799-8906944	intergenic_proximal	AC009500.2	31843
chr7	9264450	9264685	chr7:9264450-9264685	intergenic_proximal	RP4-668E10.4	74594
chr7	9434058	9434265	chr7:9434058-9434265	intergenic_proximal	GAPDHP68	180713
chr7	10720686	10720965	chr7:10720686-10720965	intronic	MGC4859	0
chr7	10724647	10724666	chr7:10724647-10724666	intronic	MGC4859	0
chr7	11664808	11665123	chr7:11664808-11665123	intronic	THSD7A	0
chr7	11726186	11726666	chr7:11726186-11726666	intronic	THSD7A	0
chr7	13523775	13524025	chr7:13523775-13524025	intronic	AC011288.2	0
chr7	13562366	13562740	chr7:13562366-13562740	intronic	AC011288.2	0
chr7	13834863	13834881	chr7:13834863-13834881	intergenic_proximal	AC005019.3	19474
chr7	14452055	14452157	chr7:14452055-14452157	intronic	DGKB	0
chr7	15215890	15215951	chr7:15215890-15215951	intronic	AGMO	0
chr7	15216008	15216264	chr7:15216008-15216264	intronic	AGMO	0
chr7	15221147	15221287	chr7:15221147-15221287	intronic	AGMO	0
chr7	15237142	15237247	chr7:15237142-15237247	intronic	AGMO	0
chr7	15257781	15258052	chr7:15257781-15258052	intronic	AGMO	0
chr7	15352294	15352647	chr7:15352294-15352647	intronic	AGMO	0
chr7	15543015	15543165	chr7:15543015-15543165	intronic	AGMO	0
chr7	15722418	15722589	chr7:15722418-15722589	intergenic_proximal	RP4-620P6.1	13784
chr7	16004672	16005523	chr7:16004672-16005523	intergenic_proximal	CRPPA	82002
chr7	18292637	18292787	chr7:18292637-18292787	intronic	HDAC9	0
chr7	18495117	18495427	chr7:18495117-18495427	intronic	HDAC9	0
chr7	18995320	18995428	chr7:18995320-18995428	intronic	HDAC9	0
chr7	19577445	19577704	chr7:19577445-19577704	intronic	AC007091.1	0
chr7	19578683	19578903	chr7:19578683-19578903	intergenic_proximal	AC007091.1	78
chr7	20453395	20453427	chr7:20453395-20453427	intergenic_proximal	ITGB8	37642
chr7	21826941	21827404	chr7:21826941-21827404	intronic	DNAH11	0
chr7	22007772	22007926	chr7:22007772-22007926	intergenic_proximal	CDCA7L	61870
chr7	22016173	22016300	chr7:22016173-22016300	intergenic_proximal	CDCA7L	70271
chr7	22467041	22467099	chr7:22467041-22467099	intronic	STEAP1B	0
chr7	23106901	23107611	chr7:23106901-23107611	promoter_proximal	KLHL7	0
chr7	24491827	24491987	chr7:24491827-24491987	intergenic_proximal	RNU6-1103P	45345
chr7	25240444	25240580	chr7:25240444-25240580	intergenic_proximal	NPVF	11959
chr7	25318046	25318423	chr7:25318046-25318423	intergenic_proximal	AC003985.1	2879
chr7	25520463	25520483	chr7:25520463-25520483	intergenic_proximal	CTA-351O6.1	20021
chr7	25762600	25762870	chr7:25762600-25762870	intergenic_proximal	CTA-242H14.2	6345
chr7	25860952	25861122	chr7:25860952-25861122	intergenic_proximal	RP11-99O17.1	29044
chr7	26420508	26420599	chr7:26420508-26420599	intronic	AC004540.5	0
chr7	26725002	26725170	chr7:26725002-26725170	intronic	SKAP2	0
chr7	26726201	26726351	chr7:26726201-26726351	intronic	SKAP2	0
chr7	26789560	26790233	chr7:26789560-26790233	intronic	SKAP2	0
chr7	26813791	26813890	chr7:26813791-26813890	intronic	SKAP2	0
chr7	26841450	26841713	chr7:26841450-26841713	intronic	SKAP2	0
chr7	27111753	27111968	chr7:27111753-27111968	intronic	HOXA3	0
chr7	27634958	27634991	chr7:27634958-27634991	intronic	HIBADH	0
chr7	27940705	27941148	chr7:27940705-27941148	intronic	JAZF1	0
chr7	28351467	28351515	chr7:28351467-28351515	intronic	CREB5	0
chr7	28450147	28450297	chr7:28450147-28450297	intronic	CREB5	0
chr7	31192946	31193261	chr7:31192946-31193261	intergenic_proximal	CTA-348C20.1	9570
chr7	31473326	31473476	chr7:31473326-31473476	intergenic_proximal	ITPRID1	40614
chr7	33443988	33444138	chr7:33443988-33444138	intronic	BBS9	0
chr7	33593993	33594304	chr7:33593993-33594304	intronic	BBS9	0
chr7	33700402	33700677	chr7:33700402-33700677	intronic	BBS9	0
chr7	34851545	34851716	chr7:34851545-34851716	intronic	NPSR1-AS1	0
chr7	35869818	35870167	chr7:35869818-35870167	intronic	SEPTIN7	0
chr7	36823148	36823366	chr7:36823148-36823366	intergenic_proximal	NPM1P18	3459
chr7	36986532	36986659	chr7:36986532-36986659	intronic	ELMO1	0
chr7	38872918	38873279	chr7:38872918-38873279	intronic	VPS41	0
chr7	38978540	38979062	chr7:38978540-38979062	promoter_proximal	POU6F2	0
chr7	39033283	39033885	chr7:39033283-39033885	intronic	POU6F2	0
chr7	39114269	39114493	chr7:39114269-39114493	intronic	POU6F2	0
chr7	39184905	39185137	chr7:39184905-39185137	intronic	POU6F2	0
chr7	39407721	39407911	chr7:39407721-39407911	promoter_proximal	POU6F2	0
chr7	41420715	41420969	chr7:41420715-41420969	intergenic_proximal	INHBA	246199
chr7	42211792	42212052	chr7:42211792-42212052	intronic	GLI3	0
chr7	46343936	46344042	chr7:46343936-46344042	intergenic_proximal	AC092657.2	316
chr7	49203320	49203501	chr7:49203320-49203501	intergenic_proximal	AC010971.1	26636
chr7	51812471	51812677	chr7:51812471-51812677	intergenic_proximal	RP5-847G17.2	31310
chr7	63949659	63949843	chr7:63949659-63949843	intergenic_proximal	RP11-340I6.13	10001
chr7	66554582	66554839	chr7:66554582-66554839	promoter_proximal	GS1-124K5.12	0
chr7	66823990	66824206	chr7:66823990-66824206	intronic	GTF2IRD1P1	0
chr7	67890648	67890791	chr7:67890648-67890791	intergenic_proximal	RP11-421N10.1	120181
chr7	68064280	68064450	chr7:68064280-68064450	intergenic_proximal	RP5-945F2.2	26773
chr7	68336546	68336811	chr7:68336546-68336811	intergenic_proximal	RP5-945F2.3	16871
chr7	68358424	68358545	chr7:68358424-68358545	intergenic_proximal	RP5-945F2.3	38749
chr7	69595740	69595897	chr7:69595740-69595897	promoter_proximal	CT66	0
chr7	69610279	69610624	chr7:69610279-69610624	intronic	AUTS2	0
chr7	69631293	69631393	chr7:69631293-69631393	intronic	AUTS2	0
chr7	69722894	69723264	chr7:69722894-69723264	intronic	AUTS2	0
chr7	69861501	69861749	chr7:69861501-69861749	intronic	AUTS2	0
chr7	70082206	70082337	chr7:70082206-70082337	intronic	AUTS2	0
chr7	70183033	70183191	chr7:70183033-70183191	intronic	AUTS2	0
chr7	70436789	70437240	chr7:70436789-70437240	exonic	AUTS2	0
chr7	70479194	70479524	chr7:70479194-70479524	intronic	AUTS2	0
chr7	70552629	70552743	chr7:70552629-70552743	intronic	AUTS2	0
chr7	89815678	89815980	chr7:89815678-89815980	intergenic_proximal	RNU6-274P	60953
chr7	90415614	90415641	chr7:90415614-90415641	exonic	CLDN12	0
chr7	91126449	91126844	chr7:91126449-91126844	intronic	CDK14	0
chr7	91404302	91404448	chr7:91404302-91404448	intronic	RP11-115N4.1	0
chr7	91828713	91828822	chr7:91828713-91828822	intronic	MTERF1	0
chr7	93245804	93246027	chr7:93245804-93246027	intronic	VPS50	0
chr7	94421688	94422078	chr7:94421688-94422078	exonic	COL1A2	0
chr7	95902243	95902621	chr7:95902243-95902621	intronic	DYNC1I1	0
chr7	96356539	96356862	chr7:96356539-96356862	intergenic_proximal	RNU6-364P	15294
chr7	96909322	96909632	chr7:96909322-96909632	intergenic_proximal	RN7SL252P	30436
chr7	96987639	96987963	chr7:96987639-96987963	intronic	DLX6-AS1	0
chr7	96988607	96988961	chr7:96988607-96988961	intronic	DLX6-AS1	0
chr7	101606016	101606400	chr7:101606016-101606400	intergenic_proximal	MYL10	6930
chr7	104774718	104774912	chr7:104774718-104774912	intronic	LHFPL3	0
chr7	105960934	105961125	chr7:105960934-105961125	intronic	CDHR3	0
chr7	107002216	107002425	chr7:107002216-107002425	intergenic_proximal	PRKAR2B	42280
chr7	109704440	109704626	chr7:109704440-109704626	intergenic_proximal	AC073387.2	43639
chr7	109864762	109865008	chr7:109864762-109865008	intergenic_proximal	EIF3IP1	94210
chr7	109972308	109972425	chr7:109972308-109972425	intergenic_proximal	EIF3IP1	12125
chr7	111106891	111107114	chr7:111106891-111107114	intronic	IMMP2L	0
chr7	111123474	111123530	chr7:111123474-111123530	exonic	IMMP2L	0
chr7	111971318	111971441	chr7:111971318-111971441	promoter_proximal	DOCK4	0
chr7	114064463	114064589	chr7:114064463-114064589	intronic	PPP1R3A	0
